Time,URL
2024-01-25 17:27:50,https://nwm.iitk.ac.in/?_task=login&_err=session
2024-01-18 18:20:45,https://docs.google.com/forms/d/e/1FAIpQLSeyLWkYwRGPTQ2S-Fqjq5-6NxSMFYZfvVZaOFXLenBdt8QI9A/closedform
2024-01-18 18:20:44,https://docs.google.com/forms/d/e/1FAIpQLSeyLWkYwRGPTQ2S-Fqjq5-6NxSMFYZfvVZaOFXLenBdt8QI9A/viewform?usp=send_form
2024-01-18 18:20:44,https://docs.google.com/forms/u/0/d/e/1FAIpQLSeyLWkYwRGPTQ2S-Fqjq5-6NxSMFYZfvVZaOFXLenBdt8QI9A/closedform
2024-01-18 18:20:26,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D0%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1%2Cpgpmime%3D0&_uid=215981&_mbox=INBOX&_framed=1&_search=b82a76a81b8a42c9d5989b443cece88f&_action=preview
2023-11-04 09:01:54,https://teachersbadi.in/udise-plus/
2023-11-04 09:01:11,https://udiseplus.gov.in/#/page/dcfdownload
2023-11-04 08:55:28,https://sdms.udiseplus.gov.in/api/v1/login#/sdmslogin/136
2023-11-04 08:55:25,https://sdms.udiseplus.gov.in/#/unauthorized?error=Your%20school%20is%20not%20boarded%20on%20SDMS%20platform
2023-11-04 08:55:25,https://sdms.udiseplus.gov.in/#/home
2023-11-04 08:55:22,http://sdms.udiseplus.gov.in/api/
2023-11-04 08:55:22,https://sdms.udiseplus.gov.in/api/
2023-11-04 08:54:59,https://sdms.udiseplus.gov.in/api/#/sdmslogin/136
2023-11-04 08:54:59,http://sdms.udiseplus.gov.in/api/v1/login#/sdmslogin/136
2023-11-04 08:50:13,https://www.cse.iitk.ac.in/pages/MinorCourses_ML-AI.html
2023-11-04 08:50:06,https://www.cse.iitk.ac.in/pages/CS365.html
2023-11-04 08:49:28,https://www.cse.iitk.ac.in/pages/MinorPrograms.html
2023-11-04 08:39:18,https://www.cse.iitk.ac.in/pages/PreviousCourseTimetable.html
2023-11-04 08:39:12,https://www.cse.iitk.ac.in/pages/NextCourseTimetable.html
2023-11-04 08:38:58,https://www.cse.iitk.ac.in/pages/StudentsInCSE.html
2023-11-04 08:31:29,https://github.com/valayash/Courses/tree/main/SEM%203/MTH301
2023-11-04 08:31:23,https://incog-nahito.github.io/grades/faculty/
2023-11-04 08:25:56,https://incog-nahito.github.io/grades/?year=2017-18&sem=1&cno=MTH613A
2023-11-04 08:25:47,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184418&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:25:43,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184419&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:25:38,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184420&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:25:29,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184422&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:25:23,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184424&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:25:14,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184439&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:24:36,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184438&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:23:03,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184435&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:22:16,https://www.iitk.ac.in/doaa/data/Course-Template-B.Tech-BS.pdf
2023-11-04 08:22:10,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184433&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:22:07,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184432&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:22:05,https://nwm.iitk.ac.in/?_task=mail&_caps=pdf%3D1%2Cflash%3D0%2Ctiff%3D0%2Cwebp%3D1&_uid=184430&_mbox=INBOX&_framed=1&_action=preview
2023-11-04 08:22:01,https://nwm.iitk.ac.in/?_task=mail&_token=4eaArjRVINcPEFDBCQCbCPpij41vELds
2023-11-04 08:21:06,https://iitk-resources.github.io/contact/
2023-11-04 08:20:30,https://vinaypn.github.io/
2023-11-04 08:18:25,https://drive.google.com/drive/folders/1fgJ4iiu11AlOmD2i7__wVkBc5nXz60ZI
2023-11-04 08:16:52,https://www.iitk.ac.in/ee/b-tech
2023-11-04 07:17:16,https://www.crunchbase.com/organization/pingala-software
2023-11-04 07:17:14,https://www.crunchbase.com/organization/pingala-software/org_similarity_overview
2023-11-04 06:33:58,https://www.google.com/search?q=udise+plus&oq=&aqs=chrome.0.35i39i362l15j0i3i66i143i308i362l4j46i3i143i308i362.-1j0j7&client=tablet-android-lenovo&sourceid=chrome-mobile&ie=UTF-8#ip=1
2023-11-04 06:33:54,https://www.google.com/search?q=udise+plus&oq=&aqs=chrome.0.35i39i362l15j0i3i66i143i308i362l4j46i3i143i308i362.-1j0j7&client=tablet-android-lenovo&sourceid=chrome-mobile&ie=UTF-8
2023-11-04 06:33:11,https://sdms.udiseplus.gov.in/p1/v1/login?error=Incorrect%20Username%20or%20Password
